64.82257621,-147.5656682,148.8012192
64.85872676,-147.6769706,146.4210312
64.77160327,-147.4487574,156.1082042
64.857685,-147.853924,188.6377445
64.84681301,-147.4102278,153.3735331
64.76880816,-147.4175706,156.7732791
64.77847443,-148.0092079,163.8861062
64.85794052,-147.8406957,194.4749809
64.87524827,-147.8238492,175.7580899
64.76471405,-147.3758472,158.7459487
64.7762062,-148.0295846,256.9868428
64.76471405,-147.3758473,158.7282703
64.85828916,-147.8194938,166.9652019
64.77620635,-148.0295846,256.9862332
64.77676534,-148.0306798,256.7268479
64.77848082,-148.0091986,163.8946406
64.79036354,-147.9605521,184.3732791
64.79036354,-147.9605521,184.3732791
64.83241144,-147.5051583,150.2916942
64.83262077,-147.4802766,151.1838456
64.83194216,-147.4711852,151.2746761
64.87795941,-147.8665861,212.3131318
64.82815045,-147.4570065,151.9388367
64.82024234,-147.4425005,151.8519685
64.81549924,-147.4408863,153.6039624
64.81418634,-147.4375457,152.4905258
64.81308506,-147.4195823,153.3509779
64.81138599,-147.409271,153.3756668
64.8095228,-147.4063918,153.5484887
64.83281799,-147.48823,150.2410973
64.82000271,-147.4415997,152.0461265
64.78767538,-147.970037,177.1482855
64.84781078,-147.8654899,148.3580391
64.82073257,-147.8998378,142.5265939
64.81275868,-147.9114467,141.3180594
64.87800738,-147.8665332,212.3109982
64.82977147,-147.540571,149.7613411
64.81248099,-147.5710521,149.0999238
64.8207007,-147.5434567,148.893269
64.83280541,-147.492162,149.1297943
64.82940016,-147.4611751,151.6370841
64.82220747,-147.443481,153.0736093
64.81330497,-147.4342744,153.0751334
64.81207175,-147.4102107,154.5192786
64.79761915,-147.3970873,155.6702057
64.78202217,-147.3878803,157.7626619
64.77610998,-147.364941,157.8193548
64.76945273,-147.3471145,158.380188
64.76065455,-147.3501985,159.583236
64.75065068,-147.3534614,160.2166116
64.77625165,-148.0284889,254.3737871
64.7774194,-148.025118,233.3385827
64.778016,-148.0144239,180.8442977
64.77799939,-148.0135543,176.8105664
64.78254772,-148.010182,142.6543053
64.78266948,-148.0100539,142.4695961
64.78413384,-148.0061181,140.7880112
64.78442984,-148.0047631,141.2814834
64.78493344,-148.0037193,140.7962408
64.78519328,-148.0027768,139.9312167
64.82738468,-147.7785939,144.2478029
64.87790328,-147.8635923,202.5991364
64.83461851,-147.7786315,143.8219964
64.82010397,-147.7785177,143.6531369
64.82017937,-147.7785506,143.7281179
64.82017133,-147.7446714,143.876251
64.82739333,-147.7446936,144.018288
64.82618732,-147.7446899,143.6528321
64.82739791,-147.7785038,144.2621285
64.83457493,-147.7446163,143.5013462
64.83046497,-147.7447083,143.57968
64.834406,-147.7509636,143.4251461
64.8319596,-147.7504427,143.6744729
64.83172014,-147.7506839,143.3504699
64.76243399,-147.3760842,159.084887
64.76243466,-147.3771723,158.0887986
64.76206108,-147.3760805,158.0586233
64.76604362,-147.3763101,157.8315469
64.74797958,-147.3759436,159.7435611
64.76604524,-147.380329,157.9059182
64.76570069,-147.3845548,157.6611633
64.76965876,-147.4099639,156.3459487
